DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
22/07/17,6900,,,2043,14:30,Mostly Cloudy,,,"Updated 21:56 UTC+2:00",,,,,
21/07/17,15400,,,1987,16:15,Fine,,,"Updated 21:52 UTC+2:00",,,,,
20/07/17,6300,,,1802,14:00,Cloudy,,,"Updated 21:47 UTC+2:00",,,,,
19/07/17,11600,,,2056,14:55,Partly Cloudy,,,"Updated 21:35 UTC+2:00",,,,,
18/07/17,15200,,,2136,17:40,Fine,,,"Updated 21:48 UTC+2:00",,,,,
17/07/17,14300,,,2235,16:00,Fine,,,"Updated 22:01 UTC+2:00",,,,,
16/07/17,3300,,,1007,15:30,Cloudy,,,"Updated 21:21 UTC+2:00",,,,,
15/07/17,7400,,,2054,14:35,Mostly Cloudy,,,"Updated 16:14 UTC+2:00",,,,,
14/07/17,10300,,,2698,17:30,Mostly Cloudy,,,"Updated 21:52 UTC+2:00",,,,,
13/07/17,7100,,,2120,14:15,Mostly Cloudy,,,"Updated 21:53 UTC+2:00",,,,,
12/07/17,10100,,,2541,16:10,Mostly Cloudy,,,"Updated 21:58 UTC+2:00",,,,,
11/07/17,9100,,,2433,17:40,Mostly Cloudy,,,"Updated 21:08 UTC+2:00",,,,,
10/07/17,9000,,,2233,14:25,Mostly Cloudy,,,"Updated 21:38 UTC+2:00",,,,,
09/07/17,15100,,,2147,16:30,Fine,,,"Updated 22:16 UTC+2:00",,,,,
08/07/17,4900,,,1738,16:00,Cloudy,,,"Updated 22:12 UTC+2:00",,,,,
07/07/17,1300,,,601,10:25,Cloudy,,,"Updated 11:19 UTC+2:00",,,,,
06/07/17,9500,,,2035,18:40,Mostly Cloudy,,,"Updated 20:51 UTC+2:00",,,,,
05/07/17,14300,,,2178,16:30,Fine,,,"Updated 22:01 UTC+2:00",,,,,
04/07/17,15500,,,2534,17:05,Fine,,,"Updated 22:08 UTC+2:00",,,,,
03/07/17,7600,,,2299,15:50,Mostly Cloudy,,,"Updated 21:51 UTC+2:00",,,,,
02/07/17,13700,,,2710,15:20,Fine,,,"Updated 21:42 UTC+2:00",,,,,
01/07/17,8800,,,2412,18:20,Mostly Cloudy,,,"Updated 22:04 UTC+2:00",,,,,
30/06/17,6700,,,1620,14:15,Cloudy,,,"Updated 21:35 UTC+2:00",,,,,
29/06/17,5000,,,1469,15:15,Cloudy,,,"Updated 21:38 UTC+2:00",,,,,
28/06/17,3700,,,1251,12:55,Cloudy,,,"Updated 22:47 UTC+2:00",,,,,
27/06/17,9200,,,1932,14:00,Mostly Cloudy,,,"Updated 21:43 UTC+2:00",,,,,
26/06/17,10400,,,2288,18:35,Mostly Cloudy,,,"Updated 22:03 UTC+2:00",,,,,
25/06/17,4200,,,933,12:45,Cloudy,,,"Updated 21:24 UTC+2:00",,,,,
24/06/17,5700,,,2708,17:15,Cloudy,,,"Updated 21:35 UTC+2:00",,,,,
23/06/17,11500,,,2520,15:30,Partly Cloudy,,,"Updated 21:45 UTC+2:00",,,,,
22/06/17,7100,,,2239,18:00,Mostly Cloudy,,,"Updated 21:31 UTC+2:00",,,,,
21/06/17,15100,,,2224,18:05,Fine,,,"Updated 21:54 UTC+2:00",,,,,
20/06/17,13400,,,1950,16:05,Partly Cloudy,,,"Updated 22:06 UTC+2:00",,,,,
19/06/17,14600,,,2001,16:20,Fine,,,"Updated 21:53 UTC+2:00",,,,,
18/06/17,16300,,,2004,16:35,Fine,,,"Updated 22:08 UTC+2:00",,,,,
17/06/17,16400,,,2283,16:45,Fine,,,"Updated 22:02 UTC+2:00",,,,,
16/06/17,13400,,,2505,16:55,Partly Cloudy,,,"Updated 22:03 UTC+2:00",,,,,
15/06/17,15800,,,2389,14:50,Fine,,,"Updated 21:57 UTC+2:00",,,,,
14/06/17,15900,,,2100,16:05,Fine,,,"Updated 22:02 UTC+2:00",,,,,
13/06/17,18000,,,2268,16:30,Fine,,,"Updated 22:02 UTC+2:00",,,,,
12/06/17,8100,,,1735,13:40,Mostly Cloudy,,,"Updated 21:05 UTC+2:00",,,,,
11/06/17,9900,,,2560,16:10,Mostly Cloudy,,,"Updated 21:58 UTC+2:00",,,,,
10/06/17,15600,,,2502,15:55,Fine,,,"Updated 22:04 UTC+2:00",,,,,
09/06/17,13900,,,2515,15:45,Fine,,,"Updated 21:50 UTC+2:00",,,,,
08/06/17,11200,,,2213,17:25,Partly Cloudy,,,"Updated 21:51 UTC+2:00",,,,,
07/06/17,7600,,,2699,17:15,Mostly Cloudy,,,"Updated 21:44 UTC+2:00",,,,,
06/06/17,6200,,,2617,14:45,Cloudy,,,"Updated 21:32 UTC+2:00",,,,,
05/06/17,13900,,,2328,14:55,Fine,,,"Updated 21:44 UTC+2:00",,,,,
04/06/17,15700,,,2488,15:25,Fine,,,"Updated 22:04 UTC+2:00",,,,,
03/06/17,14600,,,2237,16:30,Fine,,,"Updated 21:53 UTC+2:00",,,,,
02/06/17,13400,,,2132,15:15,Partly Cloudy,,,"Updated 21:48 UTC+2:00",,,,,
01/06/17,16600,,,2208,16:25,Fine,,,"Updated 21:47 UTC+2:00",,,,,
31/05/17,15700,,,2496,16:10,Fine,,,"Updated 21:55 UTC+2:00",,,,,
30/05/17,7600,,,2317,17:45,Mostly Cloudy,,,"Updated 21:51 UTC+2:00",,,,,
29/05/17,12900,,,1899,14:50,Partly Cloudy,,,"Updated 21:40 UTC+2:00",,,,,
28/05/17,14900,,,2244,17:40,Fine,,,"Updated 21:52 UTC+2:00",,,,,
27/05/17,14300,,,2055,16:00,Fine,,,"Updated 21:53 UTC+2:00",,,,,
26/05/17,16200,,,2056,16:45,Fine,,,"Updated 21:48 UTC+2:00",,,,,
25/05/17,16400,,,2061,16:30,Fine,,,"Updated 21:44 UTC+2:00",,,,,
24/05/17,14800,,,2494,17:20,Fine,,,"Updated 21:53 UTC+2:00",,,,,
23/05/17,15000,,,2312,16:10,Fine,,,"Updated 21:39 UTC+2:00",,,,,
22/05/17,12900,,,2104,16:20,Partly Cloudy,,,"Updated 21:32 UTC+2:00",,,,,
21/05/17,12500,,,2066,17:25,Partly Cloudy,,,"Updated 21:36 UTC+2:00",,,,,
20/05/17,13000,,,2558,16:15,Partly Cloudy,,,"Updated 21:34 UTC+2:00",,,,,
19/05/17,5300,,,317,20:10,Cloudy,,,"Updated 21:44 UTC+2:00",,,,,
18/05/17,6600,,,1698,18:20,Cloudy,,,"Updated 21:27 UTC+2:00",,,,,
17/05/17,11900,,,2296,17:40,Partly Cloudy,,,"Updated 21:28 UTC+2:00",,,,,
16/05/17,9200,,,2229,15:25,Mostly Cloudy,,,"Updated 21:18 UTC+2:00",,,,,
15/05/17,8800,,,2018,15:20,Mostly Cloudy,,,"Updated 21:04 UTC+2:00",,,,,
14/05/17,12200,,,2625,17:25,Partly Cloudy,,,"Updated 21:35 UTC+2:00",,,,,
13/05/17,6100,,,2511,16:50,Cloudy,,,"Updated 21:28 UTC+2:00",,,,,
12/05/17,7100,,,2466,15:05,Mostly Cloudy,,,"Updated 21:32 UTC+2:00",,,,,
11/05/17,12800,,,2166,16:25,Partly Cloudy,,,"Updated 21:22 UTC+2:00",,,,,
10/05/17,14600,,,2386,14:55,Fine,,,"Updated 21:26 UTC+2:00",,,,,
09/05/17,7700,,,2060,18:45,Mostly Cloudy,,,"Updated 21:21 UTC+2:00",,,,,
08/05/17,16500,,,2393,14:45,Fine,,,"Updated 21:23 UTC+2:00",,,,,
07/05/17,14300,,,2293,14:55,Fine,,,"Updated 21:09 UTC+2:00",,,,,
06/05/17,15100,,,2186,16:50,Fine,,,"Updated 21:19 UTC+2:00",,,,,
05/05/17,4100,,,1277,14:35,Cloudy,,,"Updated 20:33 UTC+2:00",,,,,
04/05/17,6300,,,2516,15:25,Cloudy,,,"Updated 20:39 UTC+2:00",,,,,
03/05/17,7000,,,2454,15:55,Mostly Cloudy,,,"Updated 21:16 UTC+2:00",,,,,
02/05/17,11600,,,2075,17:25,Partly Cloudy,,,"Updated 20:32 UTC+2:00",,,,,
01/05/17,4300,,,786,13:05,Cloudy,,,"Updated 20:58 UTC+2:00",,,,,
30/04/17,11900,,,2325,14:50,Partly Cloudy,,,"Updated 21:05 UTC+2:00",,,,,
29/04/17,11900,,,2531,16:10,Partly Cloudy,,,"Updated 21:08 UTC+2:00",,,,,
28/04/17,7600,,,2529,16:05,Mostly Cloudy,,,"Updated 02:36 UTC+2:00",,,,,
27/04/17,8500,,,2494,15:05,Mostly Cloudy,,,"Updated 20:30 UTC+2:00",,,,,
26/04/17,7000,,,2411,15:50,Mostly Cloudy,,,"Updated 21:02 UTC+2:00",,,,,
25/04/17,13000,,,2508,15:25,Partly Cloudy,,,"Updated 21:01 UTC+2:00",,,,,
24/04/17,4100,,,971,13:00,Cloudy,,,"Updated 19:48 UTC+2:00",,,,,
23/04/17,10700,,,2517,15:05,Mostly Cloudy,,,"Updated 20:57 UTC+2:00",,,,,
22/04/17,8700,,,2510,15:15,Mostly Cloudy,,,"Updated 20:45 UTC+2:00",,,,,
21/04/17,5000,,,1470,13:00,Cloudy,,,"Updated 20:27 UTC+2:00",,,,,
20/04/17,9700,,,2263,17:00,Mostly Cloudy,,,"Updated 20:40 UTC+2:00",,,,,
19/04/17,14600,,,2487,16:40,Fine,,,"Updated 20:41 UTC+2:00",,,,,
18/04/17,14600,,,2305,15:55,Fine,,,"Updated 20:46 UTC+2:00",,,,,
17/04/17,11400,,,2540,16:25,Partly Cloudy,,,"Updated 20:12 UTC+2:00",,,,,
16/04/17,6300,,,1703,15:55,Cloudy,,,"Updated 20:33 UTC+2:00",,,,,
15/04/17,10500,,,2452,17:00,Mostly Cloudy,,,"Updated 20:39 UTC+2:00",,,,,
14/04/17,11100,,,2509,15:40,Partly Cloudy,,,"Updated 20:25 UTC+2:00",,,,,
13/04/17,12200,,,2511,16:20,Partly Cloudy,,,"Updated 20:30 UTC+2:00",,,,,
12/04/17,2800,,,595,11:05,Cloudy,,,"Updated 20:11 UTC+2:00",,,,,
11/04/17,12800,,,2497,17:05,Partly Cloudy,,,"Updated 20:22 UTC+2:00",,,,,
10/04/17,10900,,,2540,16:05,Partly Cloudy,,,"Updated 20:31 UTC+2:00",,,,,
09/04/17,13300,,,2058,16:25,Partly Cloudy,,,"Updated 20:24 UTC+2:00",,,,,
08/04/17,9000,,,2363,17:05,Mostly Cloudy,,,"Updated 20:15 UTC+2:00",,,,,
07/04/17,11100,,,2369,15:40,Partly Cloudy,,,"Updated 20:19 UTC+2:00",,,,,
06/04/17,7500,,,2486,14:55,Mostly Cloudy,,,"Updated 20:28 UTC+2:00",,,,,
05/04/17,8100,,,2329,15:10,Mostly Cloudy,,,"Updated 20:25 UTC+2:00",,,,,
04/04/17,9700,,,2021,17:25,Mostly Cloudy,,,"Updated 20:21 UTC+2:00",,,,,
03/04/17,9000,,,2477,16:05,Mostly Cloudy,,,"Updated 20:18 UTC+2:00",,,,,
02/04/17,12700,,,2162,15:45,Partly Cloudy,,,"Updated 20:12 UTC+2:00",,,,,
01/04/17,4100,,,1427,16:35,Cloudy,,,"Updated 21:15 UTC+2:00",,,,,
31/03/17,6900,,,1851,14:45,Mostly Cloudy,,,"Updated 20:16 UTC+2:00",,,,,
30/03/17,9300,,,1998,14:15,Mostly Cloudy,,,"Updated 20:04 UTC+2:00",,,,,
29/03/17,4500,,,1475,18:25,Cloudy,,,"Updated 20:03 UTC+2:00",,,,,
28/03/17,10700,,,1810,15:30,Mostly Cloudy,,,"Updated 20:08 UTC+2:00",,,,,
27/03/17,12100,,,1949,16:30,Partly Cloudy,,,"Updated 20:09 UTC+2:00",,,,,
26/03/17,10400,,,2440,15:15,Mostly Cloudy,,,"Updated 20:08 UTC+2:00",,,,,
25/03/17,12400,,,2012,15:25,Partly Cloudy,,,"Updated 19:13 UTC+1:00",,,,,
24/03/17,12000,,,2072,15:40,Partly Cloudy,,,"Updated 19:06 UTC+1:00",,,,,
23/03/17,10800,,,1953,15:35,Partly Cloudy,,,"Updated 18:58 UTC+1:00",,,,,
22/03/17,6800,,,1983,14:55,Mostly Cloudy,,,"Updated 18:47 UTC+1:00",,,,,
21/03/17,10500,,,2510,15:50,Mostly Cloudy,,,"Updated 19:03 UTC+1:00",,,,,
20/03/17,1000,,,294,12:30,Showers,,,"Updated 18:25 UTC+1:00",,,,,
19/03/17,5000,,,2267,14:25,Cloudy,,,"Updated 18:45 UTC+1:00",,,,,
18/03/17,1400,,,343,13:35,Showers,,,"Updated 18:33 UTC+1:00",,,,,
17/03/17,7000,,,2196,14:30,Mostly Cloudy,,,"Updated 18:29 UTC+1:00",,,,,
16/03/17,9400,,,1702,15:10,Mostly Cloudy,,,"Updated 18:42 UTC+1:00",,,,,
15/03/17,10800,,,2034,16:00,Partly Cloudy,,,"Updated 18:53 UTC+1:00",,,,,
14/03/17,5000,,,1696,13:25,Cloudy,,,"Updated 18:22 UTC+1:00",,,,,
13/03/17,9200,,,1844,16:15,Mostly Cloudy,,,"Updated 18:37 UTC+1:00",,,,,
12/03/17,9300,,,1726,15:20,Mostly Cloudy,,,"Updated 18:40 UTC+1:00",,,,,
11/03/17,5600,,,1191,13:30,Cloudy,,,"Updated 18:28 UTC+1:00",,,,,
10/03/17,5800,,,2053,15:10,Cloudy,,,"Updated 18:36 UTC+1:00",,,,,
09/03/17,9100,,,1974,15:10,Mostly Cloudy,,,"Updated 18:37 UTC+1:00",,,,,
08/03/17,800,,,310,12:25,Showers,,,"Updated 18:07 UTC+1:00",,,,,
07/03/17,3800,,,2337,14:25,Cloudy,,,"Updated 18:23 UTC+1:00",,,,,
06/03/17,5000,,,1888,15:45,Cloudy,,,"Updated 18:20 UTC+1:00",,,,,
05/03/17,3500,,,1741,13:45,Cloudy,,,"Updated 18:06 UTC+1:00",,,,,
04/03/17,2500,,,1584,13:20,Showers,,,"Updated 18:13 UTC+1:00",,,,,
03/03/17,2000,,,600,12:15,Showers,,,"Updated 18:02 UTC+1:00",,,,,
02/03/17,3200,,,2019,14:30,Cloudy,,,"Updated 18:11 UTC+1:00",,,,,
01/03/17,5400,,,1948,14:10,Cloudy,,,"Updated 18:12 UTC+1:00",,,,,
28/02/17,4000,,,1614,14:15,Cloudy,,,"Updated 18:20 UTC+1:00",,,,,
27/02/17,1000,,,296,11:20,Showers,,,"Updated 18:11 UTC+1:00",,,,,
26/02/17,1000,,,496,11:15,Showers,,,"Updated 17:42 UTC+1:00",,,,,
25/02/17,1400,,,471,14:55,Showers,,,"Updated 17:36 UTC+1:00",,,,,
24/02/17,7000,,,2092,14:50,Mostly Cloudy,,,"Updated 18:13 UTC+1:00",,,,,
23/02/17,1500,,,1986,14:05,Showers,,,"Updated 17:32 UTC+1:00",,,,,
22/02/17,700,,,322,10:50,Showers,,,"Updated 17:46 UTC+1:00",,,,,
21/02/17,6500,,,1536,14:30,Cloudy,,,"Updated 17:57 UTC+1:00",,,,,
20/02/17,1100,,,438,13:40,Showers,,,"Updated 17:46 UTC+1:00",,,,,
19/02/17,3800,,,1730,14:25,Cloudy,,,"Updated 18:01 UTC+1:00",,,,,
18/02/17,4700,,,1535,15:25,Cloudy,,,"Updated 18:08 UTC+1:00",,,,,
17/02/17,1200,,,346,12:20,Showers,,,"Updated 17:44 UTC+1:00",,,,,
16/02/17,4300,,,1708,14:00,Cloudy,,,"Updated 17:46 UTC+1:00",,,,,
15/02/17,6000,,,1419,14:55,Cloudy,,,"Updated 17:53 UTC+1:00",,,,,
14/02/17,6800,,,1409,15:00,Mostly Cloudy,,,"Updated 17:55 UTC+1:00",,,,,
13/02/17,7000,,,1423,14:40,Mostly Cloudy,,,"Updated 17:52 UTC+1:00",,,,,
12/02/17,1900,,,974,15:05,Showers,,,"Updated 17:51 UTC+1:00",,,,,
11/02/17,0,,,85,14:50,Not Sure,,,"Updated 16:41 UTC+1:00",,,,,
10/02/17,0,,,18,14:50,Not Sure,,,"Updated 16:24 UTC+1:00",,,,,
09/02/17,0,,,31,12:50,Not Sure,,,"Updated 16:44 UTC+1:00",,,,,
08/02/17,0,,,0,10:25,Not Sure,,,"Updated 16:13 UTC+1:00",,,,,
07/02/17,400,,,115,15:25,Showers,,,"Updated 17:01 UTC+1:00",,,,,
06/02/17,600,,,205,12:25,Showers,,,"Updated 16:51 UTC+1:00",,,,,
05/02/17,2100,,,878,15:55,Showers,,,"Updated 17:19 UTC+1:00",,,,,
04/02/17,1600,,,525,12:30,Showers,,,"Updated 17:04 UTC+1:00",,,,,
03/02/17,2300,,,1476,13:50,Showers,,,"Updated 17:16 UTC+1:00",,,,,
02/02/17,3300,,,1406,13:15,Cloudy,,,"Updated 17:28 UTC+1:00",,,,,
01/02/17,1100,,,264,11:20,Showers,,,"Updated 17:05 UTC+1:00",,,,,
31/01/17,1000,,,1295,13:10,Showers,,,"Updated 16:45 UTC+1:00",,,,,
30/01/17,800,,,347,14:50,Showers,,,"Updated 16:57 UTC+1:00",,,,,
29/01/17,1100,,,594,14:45,Showers,,,"Updated 17:13 UTC+1:00",,,,,
28/01/17,2700,,,1261,15:20,Cloudy,,,"Updated 17:09 UTC+1:00",,,,,
27/01/17,2100,,,655,14:40,Showers,,,"Updated 17:09 UTC+1:00",,,,,
26/01/17,4100,,,1150,14:15,Cloudy,,,"Updated 17:20 UTC+1:00",,,,,
25/01/17,1600,,,870,13:40,Showers,,,"Updated 17:13 UTC+1:00",,,,,
24/01/17,1200,,,273,11:40,Showers,,,"Updated 16:53 UTC+1:00",,,,,
23/01/17,800,,,374,11:35,Showers,,,"Updated 16:45 UTC+1:00",,,,,
22/01/17,4100,,,1160,14:25,Cloudy,,,"Updated 17:17 UTC+1:00",,,,,
21/01/17,4600,,,1186,14:50,Cloudy,,,"Updated 17:16 UTC+1:00",,,,,
20/01/17,3700,,,1507,15:10,Cloudy,,,"Updated 17:22 UTC+1:00",,,,,
19/01/17,4600,,,1262,14:35,Cloudy,,,"Updated 17:12 UTC+1:00",,,,,
18/01/17,1900,,,946,15:05,Showers,,,"Updated 17:13 UTC+1:00",,,,,
17/01/17,3600,,,1209,14:30,Cloudy,,,"Updated 17:10 UTC+1:00",,,,,
16/01/17,3400,,,1275,14:30,Cloudy,,,"Updated 16:49 UTC+1:00",,,,,
15/01/17,2100,,,1053,14:25,Showers,,,"Updated 16:54 UTC+1:00",,,,,
14/01/17,2900,,,1335,13:35,Cloudy,,,"Updated 16:32 UTC+1:00",,,,,
13/01/17,1800,,,1260,13:30,Showers,,,"Updated 16:16 UTC+1:00",,,,,
12/01/17,900,,,415,11:40,Showers,,,"Updated 16:27 UTC+1:00",,,,,
11/01/17,3000,,,1094,14:05,Cloudy,,,"Updated 16:46 UTC+1:00",,,,,
10/01/17,1700,,,1090,14:35,Showers,,,"Updated 16:30 UTC+1:00",,,,,
09/01/17,200,,,85,12:10,Showers,,,"Updated 16:02 UTC+1:00",,,,,
08/01/17,400,,,124,11:20,Showers,,,"Updated 16:24 UTC+1:00",,,,,
07/01/17,300,,,103,12:30,Showers,,,"Updated 16:22 UTC+1:00",,,,,
06/01/17,3300,,,1104,14:10,Cloudy,,,"Updated 16:33 UTC+1:00",,,,,
05/01/17,3900,,,1137,14:45,Cloudy,,,"Updated 16:51 UTC+1:00",,,,,
04/01/17,2100,,,1057,13:55,Showers,,,"Updated 16:42 UTC+1:00",,,,,
03/01/17,400,,,199,11:50,Showers,,,"Updated 16:21 UTC+1:00",,,,,
02/01/17,1800,,,1157,13:10,Showers,,,"Updated 16:26 UTC+1:00",,,,,
01/01/17,200,,,107,14:10,Showers,,,"Updated 16:06 UTC+1:00",,,,,
31/12/16,300,,,170,11:40,Showers,,,"Updated 16:12 UTC+1:00",,,,,
30/12/16,500,,,137,12:25,Showers,,,"Updated 16:34 UTC+1:00",,,,,
29/12/16,600,,,163,13:00,Showers,,,"Updated 16:21 UTC+1:00",,,,,
28/12/16,800,,,250,12:20,Showers,,,"Updated 16:13 UTC+1:00",,,,,
27/12/16,2200,,,896,14:40,Showers,,,"Updated 16:26 UTC+1:00",,,,,
26/12/16,2400,,,983,13:40,Showers,,,"Updated 16:30 UTC+1:00",,,,,
25/12/16,200,,,83,11:45,Showers,,,"Updated 15:59 UTC+1:00",,,,,
24/12/16,800,,,642,12:50,Showers,,,"Updated 16:07 UTC+1:00",,,,,
23/12/16,600,,,505,14:15,Showers,,,"Updated 16:27 UTC+1:00",,,,,
22/12/16,1300,,,870,14:35,Showers,,,"Updated 16:32 UTC+1:00",,,,,
21/12/16,500,,,218,12:15,Showers,,,"Updated 15:59 UTC+1:00",,,,,
20/12/16,600,,,202,12:45,Showers,,,"Updated 16:08 UTC+1:00",,,,,
19/12/16,2800,,,1108,13:45,Cloudy,,,"Updated 16:20 UTC+1:00",,,,,
18/12/16,1200,,,564,13:00,Showers,,,"Updated 16:20 UTC+1:00",,,,,
17/12/16,200,,,130,12:10,Showers,,,"Updated 15:35 UTC+1:00",,,,,
16/12/16,1900,,,895,14:00,Showers,,,"Updated 16:36 UTC+1:00",,,,,
15/12/16,200,,,79,11:10,Showers,,,"Updated 15:52 UTC+1:00",,,,,
14/12/16,1000,,,736,14:40,Showers,,,"Updated 16:14 UTC+1:00",,,,,
13/12/16,400,,,152,13:25,Showers,,,"Updated 16:05 UTC+1:00",,,,,
12/12/16,1100,,,528,14:25,Showers,,,"Updated 16:01 UTC+1:00",,,,,
11/12/16,900,,,351,13:00,Showers,,,"Updated 16:03 UTC+1:00",,,,,
10/12/16,0,,,32,13:40,Not Sure,,,"Updated 15:25 UTC+1:00",,,,,
09/12/16,200,,,109,12:55,Showers,,,"Updated 15:59 UTC+1:00",,,,,
08/12/16,700,,,518,12:45,Showers,,,"Updated 16:16 UTC+1:00",,,,,
07/12/16,1000,,,857,13:45,Showers,,,"Updated 16:20 UTC+1:00",,,,,
06/12/16,2800,,,975,13:25,Cloudy,,,"Updated 15:10 UTC+1:00",,,,,
05/12/16,3700,,,1082,14:10,Cloudy,,,"Updated 16:29 UTC+1:00",,,,,
04/12/16,4100,,,1174,14:15,Cloudy,,,"Updated 16:36 UTC+1:00",,,,,
03/12/16,2300,,,1300,13:55,Showers,,,"Updated 16:35 UTC+1:00",,,,,
02/12/16,2200,,,1259,13:40,Showers,,,"Updated 16:31 UTC+1:00",,,,,
01/12/16,600,,,186,10:30,Showers,,,"Updated 16:26 UTC+1:00",,,,,
30/11/16,500,,,309,13:05,Showers,,,"Updated 16:14 UTC+1:00",,,,,
29/11/16,4300,,,1214,14:20,Cloudy,,,"Updated 16:40 UTC+1:00",,,,,
28/11/16,4400,,,1225,14:30,Cloudy,,,"Updated 16:43 UTC+1:00",,,,,
27/11/16,2900,,,1095,13:25,Cloudy,,,"Updated 16:28 UTC+1:00",,,,,
26/11/16,3000,,,1260,14:40,Cloudy,,,"Updated 16:28 UTC+1:00",,,,,
25/11/16,4300,,,1200,14:45,Cloudy,,,"Updated 16:52 UTC+1:00",,,,,
24/11/16,3200,,,971,14:30,Cloudy,,,"Updated 16:41 UTC+1:00",,,,,
23/11/16,400,,,400,13:20,Showers,,,"Updated 16:21 UTC+1:00",,,,,
22/11/16,3500,,,1283,14:00,Cloudy,,,"Updated 16:51 UTC+1:00",,,,,
21/11/16,800,,,265,10:55,Showers,,,"Updated 16:26 UTC+1:00",,,,,
20/11/16,400,,,147,14:55,Showers,,,"Updated 16:01 UTC+1:00",,,,,
19/11/16,700,,,510,11:15,Showers,,,"Updated 16:19 UTC+1:00",,,,,
18/11/16,800,,,343,11:25,Showers,,,"Updated 16:19 UTC+1:00",,,,,
17/11/16,1500,,,973,12:05,Showers,,,"Updated 16:00 UTC+1:00",,,,,
16/11/16,2300,,,1359,13:30,Showers,,,"Updated 16:30 UTC+1:00",,,,,
15/11/16,300,,,145,12:05,Showers,,,"Updated 16:18 UTC+1:00",,,,,
14/11/16,800,,,214,11:05,Showers,,,"Updated 16:11 UTC+1:00",,,,,
13/11/16,600,,,186,12:35,Showers,,,"Updated 16:39 UTC+1:00",,,,,
12/11/16,1900,,,785,12:30,Showers,,,"Updated 16:43 UTC+1:00",,,,,
11/11/16,5200,,,1260,14:00,Cloudy,,,"Updated 16:55 UTC+1:00",,,,,
10/11/16,500,,,175,12:00,Showers,,,"Updated 16:11 UTC+1:00",,,,,
09/11/16,800,,,253,11:50,Showers,,,"Updated 16:29 UTC+1:00",,,,,
08/11/16,1300,,,337,12:05,Showers,,,"Updated 16:52 UTC+1:00",,,,,
07/11/16,1900,,,1670,14:00,Showers,,,"Updated 16:35 UTC+1:00",,,,,
06/11/16,2700,,,1483,14:55,Cloudy,,,"Updated 17:01 UTC+1:00",,,,,
05/11/16,1700,,,1091,11:55,Showers,,,"Updated 17:01 UTC+1:00",,,,,
04/11/16,2300,,,836,13:30,Showers,,,"Updated 16:57 UTC+1:00",,,,,
03/11/16,2000,,,888,13:40,Showers,,,"Updated 16:58 UTC+1:00",,,,,
02/11/16,3800,,,1559,13:40,Cloudy,,,"Updated 17:04 UTC+1:00",,,,,
01/11/16,1100,,,581,12:40,Showers,,,"Updated 16:49 UTC+1:00",,,,,
31/10/16,6000,,,1381,14:15,Cloudy,,,"Updated 16:55 UTC+1:00",,,,,
30/10/16,2800,,,1463,14:10,Cloudy,,,"Updated 17:02 UTC+1:00",,,,,
29/10/16,6100,,,1579,14:40,Cloudy,,,"Updated 18:18 UTC+2:00",,,,,
28/10/16,1100,,,437,12:35,Showers,,,"Updated 18:03 UTC+2:00",,,,,
27/10/16,3000,,,1593,14:25,Cloudy,,,"Updated 18:08 UTC+2:00",,,,,
26/10/16,2800,,,1346,14:40,Cloudy,,,"Updated 18:17 UTC+2:00",,,,,
25/10/16,1000,,,207,14:35,Showers,,,"Updated 18:25 UTC+2:00",,,,,
24/10/16,1700,,,461,12:25,Showers,,,"Updated 22:00 UTC+2:00",,,,,
23/10/16,7100,,,1721,15:25,Mostly Cloudy,,,"Updated 18:24 UTC+2:00",,,,,
22/10/16,6700,,,1661,14:10,Cloudy,,,"Updated 18:29 UTC+2:00",,,,,
21/10/16,3500,,,1638,14:20,Cloudy,,,"Updated 18:28 UTC+2:00",,,,,
20/10/16,3500,,,1652,16:35,Cloudy,,,"Updated 18:32 UTC+2:00",,,,,
19/10/16,5300,,,1913,14:55,Cloudy,,,"Updated 18:26 UTC+2:00",,,,,
18/10/16,1700,,,1378,17:15,Showers,,,"Updated 18:30 UTC+2:00",,,,,
17/10/16,4300,,,1765,14:40,Cloudy,,,"Updated 18:25 UTC+2:00",,,,,
16/10/16,6600,,,1534,15:35,Cloudy,,,"Updated 18:39 UTC+2:00",,,,,
15/10/16,1400,,,611,17:15,Showers,,,"Updated 18:45 UTC+2:00",,,,,
14/10/16,4600,,,1353,14:25,Cloudy,,,"Updated 18:27 UTC+2:00",,,,,
13/10/16,2400,,,1377,16:45,Showers,,,"Updated 00:52 UTC+2:00",,,,,
12/10/16,3000,,,1920,15:10,Cloudy,,,"Updated 18:42 UTC+2:00",,,,,
11/10/16,4800,,,1971,16:15,Cloudy,,,"Updated 18:46 UTC+2:00",,,,,
10/10/16,8600,,,1766,16:10,Mostly Cloudy,,,"Updated 18:56 UTC+2:00",,,,,
09/10/16,4500,,,2120,15:15,Cloudy,,,"Updated 18:52 UTC+2:00",,,,,
08/10/16,4100,,,1109,12:50,Cloudy,,,"Updated 18:25 UTC+2:00",,,,,
07/10/16,5500,,,1939,14:00,Cloudy,,,"Updated 18:53 UTC+2:00",,,,,
06/10/16,5400,,,1946,14:40,Cloudy,,,"Updated 18:45 UTC+2:00",,,,,
