DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
05/10/16,9200,,,1850,15:55,Mostly Cloudy,,,"Updated 19:08 UTC+2:00",,,,,
04/10/16,8400,,,1939,15:55,Mostly Cloudy,,,"Updated 19:10 UTC+2:00",,,,,
03/10/16,8700,,,2009,15:45,Mostly Cloudy,,,"Updated 19:15 UTC+2:00",,,,,
02/10/16,2900,,,2247,16:20,Cloudy,,,"Updated 19:08 UTC+2:00",,,,,
01/10/16,4800,,,2177,15:25,Cloudy,,,"Updated 18:08 UTC+2:00",,,,,
30/09/16,6300,,,2053,16:40,Cloudy,,,"Updated 19:27 UTC+2:00",,,,,
29/09/16,1200,,,400,11:45,Showers,,,"Updated 19:06 UTC+2:00",,,,,
28/09/16,7300,,,2140,15:50,Mostly Cloudy,,,"Updated 19:26 UTC+2:00",,,,,
27/09/16,8800,,,1886,15:25,Mostly Cloudy,,,"Updated 19:25 UTC+2:00",,,,,
26/09/16,4100,,,934,14:30,Cloudy,,,"Updated 19:18 UTC+2:00",,,,,
25/09/16,4900,,,1705,15:10,Cloudy,,,"Updated 19:31 UTC+2:00",,,,,
24/09/16,9000,,,1778,15:55,Mostly Cloudy,,,"Updated 19:27 UTC+2:00",,,,,
23/09/16,9100,,,2119,15:35,Mostly Cloudy,,,"Updated 19:36 UTC+2:00",,,,,
22/09/16,4500,,,1295,14:20,Cloudy,,,"Updated 19:35 UTC+2:00",,,,,
21/09/16,8500,,,1904,14:20,Mostly Cloudy,,,"Updated 19:45 UTC+2:00",,,,,
20/09/16,8500,,,2134,15:00,Mostly Cloudy,,,"Updated 19:33 UTC+2:00",,,,,
19/09/16,6800,,,2376,16:05,Mostly Cloudy,,,"Updated 19:29 UTC+2:00",,,,,
18/09/16,9000,,,2130,16:35,Mostly Cloudy,,,"Updated 19:48 UTC+2:00",,,,,
17/09/16,3500,,,1104,14:15,Cloudy,,,"Updated 19:53 UTC+2:00",,,,,
16/09/16,6200,,,1928,16:55,Cloudy,,,"Updated 19:52 UTC+2:00",,,,,
15/09/16,9500,,,1648,16:05,Mostly Cloudy,,,"Updated 19:49 UTC+2:00",,,,,
14/09/16,9900,,,1652,16:05,Mostly Cloudy,,,"Updated 19:59 UTC+2:00",,,,,
13/09/16,10000,,,1637,15:50,Mostly Cloudy,,,"Updated 19:57 UTC+2:00",,,,,
12/09/16,9000,,,1833,15:20,Mostly Cloudy,,,"Updated 19:58 UTC+2:00",,,,,
11/09/16,7800,,,2094,17:05,Mostly Cloudy,,,"Updated 19:54 UTC+2:00",,,,,
10/09/16,8800,,,2141,14:55,Mostly Cloudy,,,"Updated 20:02 UTC+2:00",,,,,
09/09/16,8900,,,2142,15:45,Mostly Cloudy,,,"Updated 20:07 UTC+2:00",,,,,
08/09/16,11000,,,1761,15:45,Partly Cloudy,,,"Updated 20:11 UTC+2:00",,,,,
07/09/16,11500,,,1814,16:30,Partly Cloudy,,,"Updated 20:16 UTC+2:00",,,,,
06/09/16,3600,,,662,12:20,Cloudy,,,"Updated 20:02 UTC+2:00",,,,,
05/09/16,11700,,,2271,15:45,Partly Cloudy,,,"Updated 20:21 UTC+2:00",,,,,
04/09/16,6700,,,2505,15:35,Cloudy,,,"Updated 20:13 UTC+2:00",,,,,
03/09/16,7600,,,2158,14:45,Mostly Cloudy,,,"Updated 20:06 UTC+2:00",,,,,
02/09/16,6500,,,1918,14:15,Cloudy,,,"Updated 19:52 UTC+2:00",,,,,
01/09/16,10300,,,2101,16:35,Mostly Cloudy,,,"Updated 20:27 UTC+2:00",,,,,
31/08/16,11200,,,1952,16:40,Partly Cloudy,,,"Updated 20:35 UTC+2:00",,,,,
30/08/16,9400,,,2120,16:10,Mostly Cloudy,,,"Updated 20:32 UTC+2:00",,,,,
29/08/16,10600,,,2392,15:40,Mostly Cloudy,,,"Updated 20:43 UTC+2:00",,,,,
28/08/16,7300,,,2500,16:25,Mostly Cloudy,,,"Updated 20:20 UTC+2:00",,,,,
27/08/16,12000,,,2029,16:15,Partly Cloudy,,,"Updated 20:34 UTC+2:00",,,,,
26/08/16,10400,,,1902,16:10,Mostly Cloudy,,,"Updated 20:42 UTC+2:00",,,,,
25/08/16,12800,,,1845,16:05,Partly Cloudy,,,"Updated 20:40 UTC+2:00",,,,,
24/08/16,13100,,,1890,16:35,Partly Cloudy,,,"Updated 20:42 UTC+2:00",,,,,
23/08/16,13300,,,1903,16:25,Partly Cloudy,,,"Updated 20:44 UTC+2:00",,,,,
22/08/16,8000,,,2454,17:15,Mostly Cloudy,,,"Updated 20:41 UTC+2:00",,,,,
21/08/16,6200,,,2496,15:20,Cloudy,,,"Updated 20:47 UTC+2:00",,,,,
20/08/16,12500,,,2323,16:15,Partly Cloudy,,,"Updated 20:53 UTC+2:00",,,,,
19/08/16,5100,,,1544,14:20,Cloudy,,,"Updated 20:01 UTC+2:00",,,,,
18/08/16,14600,,,2049,17:00,Fine,,,"Updated 21:01 UTC+2:00",,,,,
17/08/16,14800,,,2046,16:40,Fine,,,"Updated 21:03 UTC+2:00",,,,,
16/08/16,13800,,,2037,16:45,Fine,,,"Updated 21:00 UTC+2:00",,,,,
15/08/16,15000,,,2239,16:20,Fine,,,"Updated 21:10 UTC+2:00",,,,,
14/08/16,7200,,,2478,15:55,Mostly Cloudy,,,"Updated 21:04 UTC+2:00",,,,,
13/08/16,4800,,,1974,18:25,Cloudy,,,"Updated 20:32 UTC+2:00",,,,,
12/08/16,8300,,,2362,17:30,Mostly Cloudy,,,"Updated 21:11 UTC+2:00",,,,,
11/08/16,2700,,,981,13:50,Cloudy,,,"Updated 20:29 UTC+2:00",,,,,
10/08/16,12600,,,2608,15:20,Partly Cloudy,,,"Updated 21:13 UTC+2:00",,,,,
09/08/16,10300,,,2507,16:35,Mostly Cloudy,,,"Updated 21:03 UTC+2:00",,,,,
08/08/16,100,,,225,19:50,Showers,,,"Updated 21:15 UTC+2:00",,,,,
07/08/16,7800,,,2496,15:55,Mostly Cloudy,,,"Updated 21:02 UTC+2:00",,,,,
06/08/16,15300,,,2437,16:05,Fine,,,"Updated 21:23 UTC+2:00",,,,,
05/08/16,12100,,,2481,16:50,Partly Cloudy,,,"Updated 21:15 UTC+2:00",,,,,
04/08/16,11100,,,2521,16:55,Partly Cloudy,,,"Updated 21:17 UTC+2:00",,,,,
03/08/16,5800,,,1898,18:50,Cloudy,,,"Updated 21:26 UTC+2:00",,,,,
02/08/16,3600,,,846,13:30,Cloudy,,,"Updated 20:49 UTC+2:00",,,,,
01/08/16,15000,,,2254,17:15,Fine,,,"Updated 21:28 UTC+2:00",,,,,
31/07/16,13200,,,2497,16:40,Partly Cloudy,,,"Updated 21:30 UTC+2:00",,,,,
30/07/16,6100,,,2186,14:40,Cloudy,,,"Updated 21:12 UTC+2:00",,,,,
29/07/16,7300,,,2501,16:45,Mostly Cloudy,,,"Updated 21:19 UTC+2:00",,,,,
28/07/16,7000,,,2306,16:35,Mostly Cloudy,,,"Updated 21:20 UTC+2:00",,,,,
27/07/16,4400,,,847,11:55,Cloudy,,,"Updated 21:35 UTC+2:00",,,,,
26/07/16,11300,,,2081,16:40,Partly Cloudy,,,"Updated 21:41 UTC+2:00",,,,,
25/07/16,10200,,,2409,16:00,Mostly Cloudy,,,"Updated 21:46 UTC+2:00",,,,,
24/07/16,11000,,,2261,16:10,Partly Cloudy,,,"Updated 21:30 UTC+2:00",,,,,
23/07/16,12800,,,2043,16:45,Partly Cloudy,,,"Updated 21:46 UTC+2:00",,,,,
22/07/16,12800,,,1980,15:35,Partly Cloudy,,,"Updated 21:57 UTC+2:00",,,,,
21/07/16,14300,,,2178,15:55,Fine,,,"Updated 21:51 UTC+2:00",,,,,
20/07/16,10300,,,2296,15:40,Mostly Cloudy,,,"Updated 21:46 UTC+2:00",,,,,
19/07/16,15000,,,1911,16:00,Fine,,,"Updated 21:49 UTC+2:00",,,,,
18/07/16,16600,,,2104,16:35,Fine,,,"Updated 21:54 UTC+2:00",,,,,
17/07/16,13100,,,2499,16:25,Partly Cloudy,,,"Updated 21:44 UTC+2:00",,,,,
16/07/16,5100,,,1242,15:10,Cloudy,,,"Updated 21:09 UTC+2:00",,,,,
15/07/16,14500,,,2340,16:10,Fine,,,"Updated 21:48 UTC+2:00",,,,,
14/07/16,10100,,,2493,16:30,Mostly Cloudy,,,"Updated 21:55 UTC+2:00",,,,,
13/07/16,9100,,,2205,18:25,Mostly Cloudy,,,"Updated 21:54 UTC+2:00",,,,,
12/07/16,10800,,,2516,15:20,Partly Cloudy,,,"Updated 21:57 UTC+2:00",,,,,
11/07/16,13800,,,2509,16:05,Fine,,,"Updated 21:41 UTC+2:00",,,,,
10/07/16,11100,,,1923,18:15,Partly Cloudy,,,"Updated 22:15 UTC+2:00",,,,,
09/07/16,6600,,,1495,12:25,Cloudy,,,"Updated 21:49 UTC+2:00",,,,,
08/07/16,6100,,,2588,16:45,Cloudy,,,"Updated 21:54 UTC+2:00",,,,,
07/07/16,11900,,,2472,15:35,Partly Cloudy,,,"Updated 21:56 UTC+2:00",,,,,
06/07/16,15300,,,2476,17:15,Fine,,,"Updated 21:52 UTC+2:00",,,,,
05/07/16,6200,,,2367,19:05,Cloudy,,,"Updated 22:00 UTC+2:00",,,,,
04/07/16,11000,,,2339,15:20,Partly Cloudy,,,"Updated 21:59 UTC+2:00",,,,,
03/07/16,17400,,,2484,16:05,Fine,,,"Updated 21:58 UTC+2:00",,,,,
02/07/16,15500,,,2508,17:05,Fine,,,"Updated 22:00 UTC+2:00",,,,,
01/07/16,3200,,,704,15:55,Cloudy,,,"Updated 22:12 UTC+2:00",,,,,
30/06/16,4500,,,1540,18:10,Cloudy,,,"Updated 21:54 UTC+2:00",,,,,
29/06/16,11600,,,2502,17:05,Partly Cloudy,,,"Updated 21:36 UTC+2:00",,,,,
28/06/16,7600,,,2213,17:00,Mostly Cloudy,,,"Updated 20:45 UTC+2:00",,,,,
27/06/16,13100,,,2501,17:25,Partly Cloudy,,,"Updated 22:08 UTC+2:00",,,,,
26/06/16,14600,,,2496,15:00,Fine,,,"Updated 22:01 UTC+2:00",,,,,
25/06/16,7400,,,1800,19:20,Mostly Cloudy,,,"Updated 22:07 UTC+2:00",,,,,
24/06/16,15400,,,2502,15:20,Fine,,,"Updated 22:09 UTC+2:00",,,,,
23/06/16,9300,,,2192,14:30,Mostly Cloudy,,,"Updated 21:56 UTC+2:00",,,,,
22/06/16,10100,,,2464,15:20,Mostly Cloudy,,,"Updated 22:06 UTC+2:00",,,,,
21/06/16,4900,,,1100,14:45,Cloudy,,,"Updated 22:13 UTC+2:00",,,,,
20/06/16,2200,,,404,12:45,Showers,,,"Updated 21:39 UTC+2:00",,,,,
19/06/16,14800,,,2500,16:05,Fine,,,"Updated 21:55 UTC+2:00",,,,,
18/06/16,6300,,,2478,16:45,Cloudy,,,"Updated 21:20 UTC+2:00",,,,,
17/06/16,16300,,,2411,16:50,Fine,,,"Updated 22:02 UTC+2:00",,,,,
16/06/16,7900,,,2308,14:55,Mostly Cloudy,,,"Updated 22:03 UTC+2:00",,,,,
15/06/16,8000,,,2304,14:40,Mostly Cloudy,,,"Updated 22:10 UTC+2:00",,,,,
14/06/16,8200,,,2498,16:35,Mostly Cloudy,,,"Updated 22:00 UTC+2:00",,,,,
13/06/16,6100,,,2399,15:35,Cloudy,,,"Updated 21:45 UTC+2:00",,,,,
12/06/16,9300,,,1626,14:45,Mostly Cloudy,,,"Updated 23:02 UTC+2:00",,,,,
11/06/16,11700,,,2219,16:50,Cloudy,,,"Updated 18:31 UTC+2:00",,,,0.0000,0.0000
10/06/16,4200,,,,,Fine,,,,,,,0.0000,0.0000
